"COUNTRY","Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,57.317,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,42.683,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,65.967,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,34.033,,
"SWE","Sweden","F","Women","F09","Health and welfare","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,71.869,,
"SWE","Sweden","M","Men","F09","Health and welfare","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,28.131,,
"SWE","Sweden","F","Women","F09","Health and welfare","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,94.719,,
"SWE","Sweden","M","Men","F09","Health and welfare","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,5.281,,
"SWE","Sweden","F","Women","F09","Health and welfare","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,81.194,,
"SWE","Sweden","M","Men","F09","Health and welfare","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,18.806,,
"SWE","Sweden","F","Women","F09","Health and welfare","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,85.436,,
"SWE","Sweden","M","Men","F09","Health and welfare","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,14.564,,
"SWE","Sweden","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,77.069,,
"SWE","Sweden","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,22.931,,
"SWE","Sweden","F","Women","F09","Health and welfare","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,58.425,,
"SWE","Sweden","M","Men","F09","Health and welfare","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,41.575,,
"SWE","Sweden","F","Women","F09","Health and welfare","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,80.798,,
"SWE","Sweden","M","Men","F09","Health and welfare","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,19.202,,
"SWE","Sweden","F","Women","F10","Services","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,61.804,,
"SWE","Sweden","M","Men","F10","Services","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,38.196,,
"SWE","Sweden","F","Women","F10","Services","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,48.852,,
"SWE","Sweden","M","Men","F10","Services","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,51.148,,
"SWE","Sweden","F","Women","F10","Services","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,69.2,,
"SWE","Sweden","M","Men","F10","Services","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,30.8,,
"SWE","Sweden","F","Women","F10","Services","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,60.422,,
"SWE","Sweden","M","Men","F10","Services","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,39.578,,
"SWE","Sweden","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,54.615,,
"SWE","Sweden","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,45.385,,
"SWE","Sweden","F","Women","F10","Services","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,62.5,,
"SWE","Sweden","M","Men","F10","Services","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,37.5,,
"SWE","Sweden","F","Women","F10","Services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,63.973,,
"SWE","Sweden","M","Men","F10","Services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,36.027,,
"SWE","Sweden","F","Women","F07","Engineering, manufacturing and construction","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,35.478,,
"SWE","Sweden","F","Women","F01","Education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,70.354,,
"SWE","Sweden","F","Women","F03","Social sciences, journalism and information","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,72.333,,
"SWE","Sweden","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,68.519,,
"SWE","Sweden","M","Men","F09","Health and welfare","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,38.832,,
"SWE","Sweden","M","Men","F03","Social sciences, journalism and information","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,40,,
"SWE","Sweden","F","Women","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,37.5,,
"SWE","Sweden","M","Men","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,45.021,,
"SWE","Sweden","F","Women","F03","Social sciences, journalism and information","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,60,,
"SWE","Sweden","M","Men","F02","Arts and humanities","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,50,,
"SWE","Sweden","M","Men","F01","Education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,29.646,,
"SWE","Sweden","M","Men","F04","Business, administration and law","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,39.834,,
"SWE","Sweden","M","Men","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,62.5,,
"SWE","Sweden","F","Women","F05","Natural sciences, mathematics and statistics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,60,,
"SWE","Sweden","M","Men","F07","Engineering, manufacturing and construction","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,64.522,,
"SWE","Sweden","M","Men","F03","Social sciences, journalism and information","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,27.667,,
"SWE","Sweden","F","Women","F02","Arts and humanities","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,50,,
"SWE","Sweden","M","Men","F05","Natural sciences, mathematics and statistics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,40,,
"SWE","Sweden","F","Women","F04","Business, administration and law","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,60.166,,
"SWE","Sweden","F","Women","F09","Health and welfare","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,61.168,,
"SWE","Sweden","F","Women","T","Total: All fields of education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,54.979,,
"SWE","Sweden","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_GENDER-FIELDS","Share of graduates by gender in fields of education","2017","2017","PC","Percentage","0","Units",,,31.481,,
