"COUNTRY","Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","F","Women","F10","Services","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.614,,
"DEU","Germany","M","Men","F10","Services","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.472,,
"DEU","Germany","T","Total","F10","Services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.399,,
"DEU","Germany","F","Women","F10","Services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.474,,
"DEU","Germany","M","Men","F10","Services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.32,,
"DEU","Germany","T","Total","F04","Business, administration and law","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,16.532,,
"DEU","Germany","T","Total","F02","Arts and humanities","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,22.989,,
"DEU","Germany","T","Total","F01","Education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,18.672,,
"DEU","Germany","F","Women","F10","Services","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.737,,
"DEU","Germany","F","Women","F09","Health and welfare","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,23.303,,
"DEU","Germany","F","Women","F03","Social sciences, journalism and information","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.438,,
"DEU","Germany","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.743,,
"DEU","Germany","F","Women","F01","Education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,22.701,,
"DEU","Germany","F","Women","F02","Arts and humanities","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,25.248,,
"DEU","Germany","M","Men","F09","Health and welfare","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,25.014,,
"DEU","Germany","M","Men","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.512,,
"DEU","Germany","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.277,,
"DEU","Germany","T","Total","F00","Generic programmes and qualifications","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"DEU","Germany","F","Women","F05","Natural sciences, mathematics and statistics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.319,,
"DEU","Germany","T","Total","F07","Engineering, manufacturing and construction","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.025,,
"DEU","Germany","M","Men","F01","Education","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,11.359,,
"DEU","Germany","T","Total","F09","Health and welfare","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,23.911,,
"DEU","Germany","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.774,,
"DEU","Germany","M","Men","F05","Natural sciences, mathematics and statistics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.151,,
"DEU","Germany","F","Women","F04","Business, administration and law","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.448,,
"DEU","Germany","T","Total","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.644,,
"DEU","Germany","M","Men","F03","Social sciences, journalism and information","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.582,,
"DEU","Germany","T","Total","F03","Social sciences, journalism and information","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.489,,
"DEU","Germany","M","Men","F04","Business, administration and law","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,20.312,,
"DEU","Germany","M","Men","F07","Engineering, manufacturing and construction","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.854,,
"DEU","Germany","M","Men","F02","Arts and humanities","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,18.89,,
"DEU","Germany","F","Women","F00","Generic programmes and qualifications","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"DEU","Germany","T","Total","F10","Services","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.027,,
"DEU","Germany","F","Women","F07","Engineering, manufacturing and construction","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.364,,
"DEU","Germany","T","Total","F05","Natural sciences, mathematics and statistics","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.97,,
"DEU","Germany","F","Women","F06","Information and Communication Technologies","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.165,,
"DEU","Germany","M","Men","F00","Generic programmes and qualifications","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"DEU","Germany","M","Men","F10","Services","L7_T_SC6","Master’s or equivalent level  long first degrees (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.552,,
